text,clean_text,label,label_name
I've made a bank transfer but the money doesn't seem to be in my account.,i've made a bank transfer but the money doesn't seem to be in my account,45,5
I can't see a transfer to my account I made.,i can't see a transfer to my account i made,45,5
what amount of time does it take for a transfer to reflect and be available,what amount of time does it take for a transfer to reflect and be available,45,5
"When is my balance going to update, I just transferred some money",when is my balance going to update i just transferred some money,45,5
When will the money from my bank transfer be available?,when will the money from my bank transfer be available,45,5
I transferred some money but the balance stayed the same.,i transferred some money but the balance stayed the same,45,5
Good afternoon. I made a transfer from my UK bank account.  I haven't seen anything on the account in the pass few hours. Please check the account to make sure everything is fine.,good afternoon i made a transfer from my uk bank account i haven't seen anything on the account in the pass few hours please check the account to make sure everything is fine,45,5
I did a bank transfer and my balance isn't current.,i did a bank transfer and my balance isn't current,45,5
I want to be sure that everything is okay here. I just made a transfer from a UK account and it is still not showing up. How long does this typically take?,i want to be sure that everything is okay here i just made a transfer from a uk account and it is still not showing up how long does this typically take,45,5
I recently transferred money to my account when will it show up?,i recently transferred money to my account when will it show up,45,5
I transferred money but the balance hasn't changed.,i transferred money but the balance hasn't changed,45,5
"How long do tranfers from a UK account usuallt take for you? I just made a transfer and nothing shows up, so just wondering if things went ok",how long do tranfers from a uk account usuallt take for you i just made a transfer and nothing shows up so just wondering if things went ok,45,5
Why is my transfer not showing,why is my transfer not showing,45,5
Why didn't the money I transferred into my account get added to my balance?,why didn't the money i transferred into my account get added to my balance,45,5
Help me find the transfer that I did.,help me find the transfer that i did,45,5
"I recently transferred some cash, but the balance has not changed.",i recently transferred some cash but the balance has not changed,45,5
What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.,what's the normal time frame for a transfer from a uk account after just making a transfer it doesn't appear at all i need to know if things went okay,45,5
Can you see my new balance yet?,can you see my new balance yet,45,5
How long does it take for money to transfer as my balance hasn't been updated,how long does it take for money to transfer as my balance hasn't been updated,45,5
How long do I have to wait for my bank transfer to appear in my account?,how long do i have to wait for my bank transfer to appear in my account,45,5
How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer.,how long does a transfer from the united kingdom take i haven't seen it show up yet in my bank account and want to make sure i get the transfer,45,5
Are bank transfers immediate?,are bank transfers immediate,45,5
I transferred money to my account but it is not showing.,i transferred money to my account but it is not showing,45,5
What happened to the transfer I did?,what happened to the transfer i did,45,5
I transferred some money a couple days ago but haven't received it yet. How long should I expect to wait?,i transferred some money a couple days ago but haven't received it yet how long should i expect to wait,45,5
How long does it take for money to reach my account?,how long does it take for money to reach my account,45,5
"I did a transfer to my account, but it hasn't shown up",i did a transfer to my account but it hasn't shown up,45,5
My account isn't showing a transfer I made.,my account isn't showing a transfer i made,45,5
The funds I transferred are not in my account,the funds i transferred are not in my account,45,5
How long do bank transfers usually take?,how long do bank transfers usually take,45,5
Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet.,hello i have a uk account can you please check if everything is alright with it i made a transfer a couple hours ago but it doesn't show up yet,45,5
How long does a transfer from the UK account usually take? After completing the transfer it is not showing up. I need to know that everything I actually went okay.,how long does a transfer from the uk account usually take after completing the transfer it is not showing up i need to know that everything i actually went okay,45,5
Can you tell me why the transfer isn't showing up on my account?,can you tell me why the transfer isn't showing up on my account,45,5
Balance is not up to date.,balance is not up to date,45,5
my transfer isn't there,my transfer isn't there,45,5
I made a bank transfer and the balance hasn't updated yet.,i made a bank transfer and the balance hasn't updated yet,45,5
Why wasn't my bank balance updated?,why wasn't my bank balance updated,45,5
How long do I have to wait until the transferred money shows up?,how long do i have to wait until the transferred money shows up,45,5
A few hours ago I made a bank transfer from my UK account but I don't see that it has arrived.   Can you check and see if all is ok please?,a few hours ago i made a bank transfer from my uk account but i don't see that it has arrived can you check and see if all is ok please,45,5
I can't see the transfer that I put in.,i can't see the transfer that i put in,45,5
When will my transfer process?,when will my transfer process,45,5
"Is something wrong with my account, my balance didn't change after I transferred some money",is something wrong with my account my balance didn't change after i transferred some money,45,5
"It has been a couple of hours but I do not see my balance updated, can you help?",it has been a couple of hours but i do not see my balance updated can you help,45,5
What is the amount of time transfers usually take from the UK? I had just completed a transfer and nothing seems to be showing up so I need to be sure things are alright.,what is the amount of time transfers usually take from the uk i had just completed a transfer and nothing seems to be showing up so i need to be sure things are alright,45,5
I looked on the app and it says I withdrew cash.  I didn't!,i looked on the app and it says i withdrew cash i didn't,13,20
I didn't withdraw the amount of cash that is showing up in the app.,i didn't withdraw the amount of cash that is showing up in the app,13,20
"I saw on the app that a cash withdrawal was completed on my account; however, I did not complete it.",i saw on the app that a cash withdrawal was completed on my account however i did not complete it,13,20
I got a notice from my app that I withdrew cash but I don't remember doing so. How do I fix this?,i got a notice from my app that i withdrew cash but i don't remember doing so how do i fix this,13,20
"Someone has a copy of my card !! I definitely still have it here but someone just made a 500£ cash withdrawal, HELP!",someone has a copy of my card i definitely still have it here but someone just made a 500 cash withdrawal help,13,20
Why do I see a random withdrawal in my app?,why do i see a random withdrawal in my app,13,20
"Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money.",hello please look into this matter urgently as i have lost my wallet and i can see one withdrawal now i do not want to loose more money,13,20
"Someone has a copy of my card. I have my card with me, but someone just made a 500£ cash withdrawal. Help me.",someone has a copy of my card i have my card with me but someone just made a 500 cash withdrawal help me,13,20
There is a withdrawal on my account that I don't remember initiating.,there is a withdrawal on my account that i don't remember initiating,13,20
"I got a message saying I made a withdrawal from the bank machine, but I did not.",i got a message saying i made a withdrawal from the bank machine but i did not,13,20
"Someone has copied my card. I have my card with me, but someone just made a 500£ cash withdrawal. Please help now.",someone has copied my card i have my card with me but someone just made a 500 cash withdrawal please help now,13,20
"help, I see money missing I didn't take out.",help i see money missing i didn't take out,13,20
My wallet was taken and I see that someone is using my card!   Please help me!,my wallet was taken and i see that someone is using my card please help me,13,20
I see cash withdrawal activity in the app that is not mine.,i see cash withdrawal activity in the app that is not mine,13,20
There is a withdrawal on my account I didn't make.,there is a withdrawal on my account i didn't make,13,20
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",a 500 pound cash withdrawal was just made from my account but i didn't make it i am pretty sure my card has been compromised can you help me,13,20
I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!!,i just lost my wallet and i think someone is using my card to withdraw my money can you please cancel or freeze my card,13,20
The app is showing a cash withdrawal that I didn't make.,the app is showing a cash withdrawal that i didn't make,13,20
What is this witdrawal,what is this witdrawal,13,20
There's a cash withdrawal I didn't make,there's a cash withdrawal i didn't make,13,20
I think someone stole money from my card,i think someone stole money from my card,13,20
I have a cash withdrawal on my statement that I am unsure of.,i have a cash withdrawal on my statement that i am unsure of,13,20
The app says I got cash from an ATM but I didn't,the app says i got cash from an atm but i didn't,13,20
I see money go out that I didn't withdraw.,i see money go out that i didn't withdraw,13,20
I lost my wallet and I think someone is withdrawing cash with my card. Please help. It is urgent.,i lost my wallet and i think someone is withdrawing cash with my card please help it is urgent,13,20
Somebody stole my wallet and is using my card! Can you do something so they can't keep taking my money?,somebody stole my wallet and is using my card can you do something so they can't keep taking my money,13,20
"Help! I think someone has a copy of my card - I still have my card, but a five hundred pound cash withdrawal that I didn't authorize is shown on my account.",help i think someone has a copy of my card i still have my card but a five hundred pound cash withdrawal that i didn't authorize is shown on my account,13,20
I believe my card has been compromised as there's a cash withdrawal I don't recognize.,i believe my card has been compromised as there's a cash withdrawal i don't recognize,13,20
I was checking my account when I saw a $500 cash withdraw that I know I didn't do.  I have my card so I don't understand how this happened.  Please help me.,i was checking my account when i saw a 500 cash withdraw that i know i didn't do i have my card so i don't understand how this happened please help me,13,20
"Hi, Could you please help me as someone has stolen my wallet few hours ago. And a withdrawal is made, please help immediately. As i don't want to suffer more.",hi could you please help me as someone has stolen my wallet few hours ago and a withdrawal is made please help immediately as i don't want to suffer more,13,20
What should I do if I see an unauthorized withdrawal on my statement?,what should i do if i see an unauthorized withdrawal on my statement,13,20
"A WD was just made on my account, but it was not me and I still have my card.  What to do?",a wd was just made on my account but it was not me and i still have my card what to do,13,20
Why is there extra cash in my account?,why is there extra cash in my account,13,20
What is this cash withdrawal I don't recognize?,what is this cash withdrawal i don't recognize,13,20
I believe my card has been compromised as there are funds showing that I did not receive.,i believe my card has been compromised as there are funds showing that i did not receive,13,20
THere is some cash that is showing up on my app.,there is some cash that is showing up on my app,13,20
My wallet was just stolen and I see my account already has a withdrawal. Can you please help me.,my wallet was just stolen and i see my account already has a withdrawal can you please help me,13,20
Somebody made a withdrawal from my account for 500. I have my card so how can this be? Does somebody have a duplicate card or something? Help please.,somebody made a withdrawal from my account for 500 i have my card so how can this be does somebody have a duplicate card or something help please,13,20
There is a cash withdrawal from an ATM listed but I don't remember making this withdrawal.,there is a cash withdrawal from an atm listed but i don't remember making this withdrawal,13,20
I saw there is a cash withdrawal from my account via the app which I did not complete.,i saw there is a cash withdrawal from my account via the app which i did not complete,13,20
The app says I made a cash withdrawal even though I didn't.,the app says i made a cash withdrawal even though i didn't,13,20
What is this cash withdrawal on my statement?,what is this cash withdrawal on my statement,13,20
My app shows cash I didn't get.,my app shows cash i didn't get,13,20
I see non-received cash in my app.,i see non received cash in my app,13,20
The app is saying I made a withdrawl but I didn't.,the app is saying i made a withdrawl but i didn't,13,20
I see cash in my app but I did not get it.,i see cash in my app but i did not get it,13,20
My app statement shows I took out cash from an ATM but I did not. What can I do?,my app statement shows i took out cash from an atm but i did not what can i do,13,20
I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me?,i think someone may have cloned my card or something my card isn't lost but i just saw a charge of 500 cash withdraw can you help me,13,20
My card shows a cash withdrawal I don't recognize.,my card shows a cash withdrawal i don't recognize,13,20
I got a strange cash withdrawal in my statement,i got a strange cash withdrawal in my statement,13,20
Help! I just realised someone has apparently withdrawn money using my card! It's from some odd remote town where I definitely haven't been. Please freeze it immediately!,help i just realised someone has apparently withdrawn money using my card it's from some odd remote town where i definitely haven't been please freeze it immediately,13,20
My app is showing a cash balance that I did not receive.,my app is showing a cash balance that i did not receive,13,20
Help!  The app has an ATM withdrawl that I didn't make.,help the app has an atm withdrawl that i didn't make,13,20
"I am seeing in the app, some cash witdhrawals that I did not authorize.",i am seeing in the app some cash witdhrawals that i did not authorize,13,20
Some cash shows up on my app.,some cash shows up on my app,13,20
"I am seeing unathorized transactions in the app, on my account.",i am seeing unathorized transactions in the app on my account,13,20
I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP,i am missing cash from my bank account according to my app,13,20
There are funds in my app that I did not receive.,there are funds in my app that i did not receive,13,20
A cash withdrawal has been done that I didn't do.,a cash withdrawal has been done that i didn't do,13,20
I do not know what this cash withdrawal is,i do not know what this cash withdrawal is,13,20
There is unexpected money in my account.,there is unexpected money in my account,13,20
I see a cash withdrawal in the app that I did not do.,i see a cash withdrawal in the app that i did not do,13,20
Someone stole my wallet a couple of hours ago now and they have taken money from my account. Is there any way that you can help so I won't lose any more of my money.,someone stole my wallet a couple of hours ago now and they have taken money from my account is there any way that you can help so i won't lose any more of my money,13,20
"Hi, It's urgent, please freeze my card. As someone has withdrawn money using my card in odd remote town. Since i have not done this withdrawal. Do it fast.",hi it's urgent please freeze my card as someone has withdrawn money using my card in odd remote town since i have not done this withdrawal do it fast,13,20
The app says that I got cash in an ATM and I didn't,the app says that i got cash in an atm and i didn't,13,20
Please help me figure out the reason for the odd withdrawal amount from my account?,please help me figure out the reason for the odd withdrawal amount from my account,13,20
What do I do if I do not recognise a cash withdrawal?,what do i do if i do not recognise a cash withdrawal,13,20
I hope you can help me. Someone has stolen my wallet and now I have noticed that they have been taking money from my account.,i hope you can help me someone has stolen my wallet and now i have noticed that they have been taking money from my account,13,20
"There was money taken out of my account, and I'm pretty sure I didn't do it.",there was money taken out of my account and i'm pretty sure i didn't do it,13,20
I was the victim of someone stealing my wallet.  My card is being used and it isn't me.  What should I do?,i was the victim of someone stealing my wallet my card is being used and it isn't me what should i do,13,20
I think there's been an unauthorized cash withdrawal from my account.,i think there's been an unauthorized cash withdrawal from my account,13,20
What do I do if I see a cash withdrawal on my account that I don't remember making?,what do i do if i see a cash withdrawal on my account that i don't remember making,13,20
I am seeing inside the App a some cash withdrawal that is not mine,i am seeing inside the app a some cash withdrawal that is not mine,13,20
My app shows a money withdrawal that I did not do.,my app shows a money withdrawal that i did not do,13,20
"I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out?",i was trying to use my card and it was declined when i tried to find out what happened i found cash withdraw for 500 that i didn't do can you please help figure this out,13,20
I believe my card has been compromised because of a strange withdrawal,i believe my card has been compromised because of a strange withdrawal,13,20
There is money missing from my account.,there is money missing from my account,13,20
"According to the app, I got cash from an ATM but I haven't made any transactions.",according to the app i got cash from an atm but i haven't made any transactions,13,20
It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money.,it is urgency please freeze my card now as someone in some odd remote town has withdrawn some money by using my card as i did not withdraw any money,13,20
I am confused why there is cash I did not accept in my account,i am confused why there is cash i did not accept in my account,13,20
I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank?,i hope you can help me my account has been compromised from a different town that i haven't been to can you please place a hold on my account until i can make it to the bank,13,20
There is a cash withdrawal in my account that isn't mine.,there is a cash withdrawal in my account that isn't mine,13,20
There is a cash withdrawal on my statement that I did not make,there is a cash withdrawal on my statement that i did not make,13,20
I am seeing in the App a some cash withdrawal that does not belong to me,i am seeing in the app a some cash withdrawal that does not belong to me,13,20
"My bank app said that I got cash from an ATM, but that's a mistake.",my bank app said that i got cash from an atm but that's a mistake,13,20
"In the app, I see a withdrawal I didn't make.",in the app i see a withdrawal i didn't make,13,20
"There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though.",there are incorrect charges on my account there was a wd that was made by someone else i still have my card though,13,20
I did not get the cash that is showing up in my app.,i did not get the cash that is showing up in my app,13,20
"Someone withdrew money from my account, and it wasn't me.",someone withdrew money from my account and it wasn't me,13,20
there is money in my account that i didnt put there,there is money in my account that i didnt put there,13,20
Somebody is taking money out of my account without my approval in another town separate from me. Please place a freeze on my account until I can make it to the bank.,somebody is taking money out of my account without my approval in another town separate from me please place a freeze on my account until i can make it to the bank,13,20
My app says I withdraw money from my account from an ATM.,my app says i withdraw money from my account from an atm,13,20
Can you tell me what the cash withdrawal is in my statement?,can you tell me what the cash withdrawal is in my statement,13,20
My identity has been stolen. I still have my physical card but there are charges I didn't make on my account. How do I cancel this card or dispute the charges?,my identity has been stolen i still have my physical card but there are charges i didn't make on my account how do i cancel this card or dispute the charges,13,20
"There was just a withdrawal but it wasn't me, I've never even visited the town where the withdrawal happened.",there was just a withdrawal but it wasn't me i've never even visited the town where the withdrawal happened,13,20
"I am using the app, and I see cash withdrawals that I did not authorize.",i am using the app and i see cash withdrawals that i did not authorize,13,20
I did not make a cash withdrawal that is on my statement,i did not make a cash withdrawal that is on my statement,13,20
The app shows a withdrawal that I did not make or authorize.,the app shows a withdrawal that i did not make or authorize,13,20
"Money was taken out without my consent,",money was taken out without my consent,13,20
I don't recognize this withdrawal on my statement,i don't recognize this withdrawal on my statement,13,20
How do I report a cash withdrawal that wasn't me?,how do i report a cash withdrawal that wasn't me,13,20
Why is there some cash that I did not deposit in my account?,why is there some cash that i did not deposit in my account,13,20
There's an unauthorized cash withdraw,there's an unauthorized cash withdraw,13,20
Help!  The app says I took out cash but I didn't!,help the app says i took out cash but i didn't,13,20
"Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately.",hello just now i got to know withdrawal of money from of my account as someone used my card to withdraw amount in any odd remote area since i have not been in that area please freeze my card immediately,13,20
There has a recent suspicious withdrawal on my bank account. Is it possible to freeze my card?,there has a recent suspicious withdrawal on my bank account is it possible to freeze my card,13,20
There's a cash withdrawal that  didn't make that is showing up.,there's a cash withdrawal that didn't make that is showing up,13,20
I see an unauthorized withdraw.,i see an unauthorized withdraw,13,20
I am seeing in the App a some cash withdrawal that I did not do,i am seeing in the app a some cash withdrawal that i did not do,13,20
I think somebody made an unauthorized copy of my card.  My account has a cash withdrawal for 500£ that I did not make.  Please help.,i think somebody made an unauthorized copy of my card my account has a cash withdrawal for 500 that i did not make please help,13,20
My account shows that I made a cash withdrawal but I cannot remember doing so!,my account shows that i made a cash withdrawal but i cannot remember doing so,13,20
"Someone is using my card to purchase flights to New York it's not me because I'm not going to New York, please can you cancel the card and refund the money?",someone is using my card to purchase flights to new york it's not me because i'm not going to new york please can you cancel the card and refund the money,13,20
I noticed that there is a withdrawal in the app that is not mine.,i noticed that there is a withdrawal in the app that is not mine,13,20
"Some cash was withdrawn in the app, but I did not do it.",some cash was withdrawn in the app but i did not do it,13,20
My wallet got stolen a couple hours ago and now I've seen there already is a withdrawal. Help this is absolutely urgent I don't want to loose more money,my wallet got stolen a couple hours ago and now i've seen there already is a withdrawal help this is absolutely urgent i don't want to loose more money,13,20
A withdrawal is showing that I don't recognize,a withdrawal is showing that i don't recognize,13,20
There's a cash withdrawal I am certain I did not make,there's a cash withdrawal i am certain i did not make,13,20
What is this withdrawal as I do not remember making it.,what is this withdrawal as i do not remember making it,13,20
I have my card here with me and someone has just made a withdrawal for 500. Please help!,i have my card here with me and someone has just made a withdrawal for 500 please help,13,20
I have a cash withdrawal that I do not recognise.,i have a cash withdrawal that i do not recognise,13,20
Someone else used my card to withdraw cash from an ATM,someone else used my card to withdraw cash from an atm,13,20
Some cash has been withdrawn but I didn't do it.,some cash has been withdrawn but i didn't do it,13,20
I want my card frozen right away. Money was taken out in an odd location I have never heard of.,i want my card frozen right away money was taken out in an odd location i have never heard of,13,20
I need my card frozen cause it was used without my consent to take money out. It was in an odd place.,i need my card frozen cause it was used without my consent to take money out it was in an odd place,13,20
There's a $200 withdrawal on my statement that seems fishy to me.,there's a 200 withdrawal on my statement that seems fishy to me,13,20
There's a cash withdrawal on my account that I didn't make,there's a cash withdrawal on my account that i didn't make,13,20
Why is there a cash withdrawal I didn't make?,why is there a cash withdrawal i didn't make,13,20
The app says I made a cash withdrawal that I didn't make,the app says i made a cash withdrawal that i didn't make,13,20
Help! I think someone has made a cash withdrawal with my card!,help i think someone has made a cash withdrawal with my card,13,20
What do I do when a charge has been made that I did not make?,what do i do when a charge has been made that i did not make,13,20
I need your help immediately.  There is a 500£ cash withdrawal that I know nothing about.  I think my account has become compromised.,i need your help immediately there is a 500 cash withdrawal that i know nothing about i think my account has become compromised,13,20
Can you tell me what this cash withdrawal is?,can you tell me what this cash withdrawal is,13,20
How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred.,how can i verify if a cash withdrawal was made from my account i still have my card with me but i did not authorize the withdrawal that just occurred,13,20
"I think someone might have a copy of my card because a 500 dollar withdrawal was made, and it wasn't me. Can you please help?",i think someone might have a copy of my card because a 500 dollar withdrawal was made and it wasn't me can you please help,13,20
"Someone has access to my card info.  I still have the card, but someone just withdrew cash.  How do I get this corrected/stopped?!",someone has access to my card info i still have the card but someone just withdrew cash how do i get this corrected stopped,13,20
Why is my app showing me taking money that I did not take out?,why is my app showing me taking money that i did not take out,13,20
"I see in the app some cash was withdrawn, but it's not mine.",i see in the app some cash was withdrawn but it's not mine,13,20
There is a withdrawal in my account I didn't make.,there is a withdrawal in my account i didn't make,13,20
What is the strange cash withdrawal on my statement?,what is the strange cash withdrawal on my statement,13,20
Why would the app show a withdrawal that I did not make?,why would the app show a withdrawal that i did not make,13,20
I have a cash withdrawal in my statement. Why is that?,i have a cash withdrawal in my statement why is that,13,20
i didnt put that money in my account,i didnt put that money in my account,13,20
Some cash withdrawal that I didn't make showed up in the app.,some cash withdrawal that i didn't make showed up in the app,13,20
There is a cash withdrawl I don't remember.,there is a cash withdrawl i don't remember,13,20
"Someone stole my account, there's a withdrawal but it wasn't me, can we put a stop to it please?",someone stole my account there's a withdrawal but it wasn't me can we put a stop to it please,13,20
There are funds showing in my app that I did not receive.,there are funds showing in my app that i did not receive,13,20
I didn't withdraw cash but I see that transaction on my app,i didn't withdraw cash but i see that transaction on my app,13,20
I have a cash withdrawal that I don't recognize.,i have a cash withdrawal that i don't recognize,13,20
"My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money!",my wallet was just stolen and they've already used my card please help i can't afford to lose more money,13,20
"Please help me, its urgent. Someone has withdrawn money from my account as few hours before my wallet has been. Now i want to stop withdrawal of more money.",please help me its urgent someone has withdrawn money from my account as few hours before my wallet has been now i want to stop withdrawal of more money,13,20
Help!  There is a cash withdrawl on the account that I didn't make!,help there is a cash withdrawl on the account that i didn't make,13,20
There is a cash withdrawal on my statement that I don't recognize,there is a cash withdrawal on my statement that i don't recognize,13,20
The app is showing mt withdrawals that aren't  mine.,the app is showing mt withdrawals that aren't mine,13,20
"My app says I made a withdrawal, but I didn't.",my app says i made a withdrawal but i didn't,13,20
There is random cash in my account.,there is random cash in my account,13,20
A cash withdrawal that I didn't authorize is shown on my account - can you please cancel my card as soon as possible?,a cash withdrawal that i didn't authorize is shown on my account can you please cancel my card as soon as possible,13,20
Cash I did not get showed up in my account,cash i did not get showed up in my account,13,20
My app says I withdraw funds from my account through an ATM.,my app says i withdraw funds from my account through an atm,13,20
"There has been an unusual withdrawal from my account, can you help?",there has been an unusual withdrawal from my account can you help,13,20
Some cash I didn't get shows in my app,some cash i didn't get shows in my app,13,20
How much is the exchange fee?,how much is the exchange fee,25,31
Are there any hidden extra fees for currency exchanges?,are there any hidden extra fees for currency exchanges,25,31
If I exchange currencies on a frequent basis can I receive a discount?,if i exchange currencies on a frequent basis can i receive a discount,25,31
Is there any cost to change foreign money to local?,is there any cost to change foreign money to local,25,31
What are the currency exchange fees?,what are the currency exchange fees,25,31
Do you charge a fee on currency exchange?,do you charge a fee on currency exchange,25,31
What is the current exchange fee?,what is the current exchange fee,25,31
Will I be charged an extra fee if I need to exchange currency?,will i be charged an extra fee if i need to exchange currency,25,31
Currency exchanges have any extra fees?,currency exchanges have any extra fees,25,31
Does it cost extra to exchange foreign currencies?,does it cost extra to exchange foreign currencies,25,31
Is there any type of fee for currency exchange?,is there any type of fee for currency exchange,25,31
How much more do you charge for currency exchange?,how much more do you charge for currency exchange,25,31
"When exchanging currencies, is there an extra fee?",when exchanging currencies is there an extra fee,25,31
Exchange fee help?,exchange fee help,25,31
What's the exchange fee?,what's the exchange fee,25,31
exchanging currencies costs what?,exchanging currencies costs what,25,31
How much will I be charged for a cross-currency exchange?,how much will i be charged for a cross currency exchange,25,31
How much extra will I be charged for exchanging foreign currency?,how much extra will i be charged for exchanging foreign currency,25,31
Do I pay extra for exchange?,do i pay extra for exchange,25,31
Do I need to pay extra for exchanging currencies?,do i need to pay extra for exchanging currencies,25,31
How much to exchange currencies?,how much to exchange currencies,25,31
Could you help my figure out the exchange fee?,could you help my figure out the exchange fee,25,31
IS there a fee to exchange currency?,is there a fee to exchange currency,25,31
Do I get a discount if I exchange currencies a lot?,do i get a discount if i exchange currencies a lot,25,31
What kind of costs are involved for exchanging currency?,what kind of costs are involved for exchanging currency,25,31
Are there any discounts in exchanging currencies frequently?,are there any discounts in exchanging currencies frequently,25,31
Do you offer any discounts for someone who exchanges currencies frequently?,do you offer any discounts for someone who exchanges currencies frequently,25,31
Is there a pay structure for currency exchanges?,is there a pay structure for currency exchanges,25,31
would I need to pay extra for exchanging currencies?,would i need to pay extra for exchanging currencies,25,31
What is the charge for exchanging currencies?,what is the charge for exchanging currencies,25,31
Are there any discounts for frequent currency exchanges?,are there any discounts for frequent currency exchanges,25,31
how much do I have to pay for exchange of currency?,how much do i have to pay for exchange of currency,25,31
I need to exchange foreign currency will i be charged?,i need to exchange foreign currency will i be charged,25,31
"Since I need to exchange currencies frequently, would you be able to offer me a discount?",since i need to exchange currencies frequently would you be able to offer me a discount,25,31
"always exchanging currencies, do you offer a discount?",always exchanging currencies do you offer a discount,25,31
How much do I have to pay to accept an international transfer?,how much do i have to pay to accept an international transfer,25,31
is there a foreign currencies charge?,is there a foreign currencies charge,25,31
I exchange my currency quite a bit.  Do I get an exchange price break?,i exchange my currency quite a bit do i get an exchange price break,25,31
"If I exchange currencies on a regular basis, is there a discount?",if i exchange currencies on a regular basis is there a discount,25,31
Do you charge extra for exchanging currencies?,do you charge extra for exchanging currencies,25,31
Will there be a charge for exchanging foreign currency?,will there be a charge for exchanging foreign currency,25,31
What's the cost for exchanges?,what's the cost for exchanges,25,31
How much does currency exchange cost?,how much does currency exchange cost,25,31
My currencies needed to be exchanged often and I was wondering if there were any discounts available for this?,my currencies needed to be exchanged often and i was wondering if there were any discounts available for this,25,31
is there a frequent currency discount?,is there a frequent currency discount,25,31
Would I need to pay extra for currency exchanges?,would i need to pay extra for currency exchanges,25,31
Are there any extras for exchanging currency?,are there any extras for exchanging currency,25,31
Will I get charged on a foreign currencies exchange?,will i get charged on a foreign currencies exchange,25,31
Fees for currency exchange,fees for currency exchange,25,31
"I travel a lot, can I get a bulk currency exchange discount?",i travel a lot can i get a bulk currency exchange discount,25,31
what is the cost for exchanging currencies?,what is the cost for exchanging currencies,25,31
Do exchanges cost more?,do exchanges cost more,25,31
Do currency exchanges cost extra?,do currency exchanges cost extra,25,31
Is there an additional cost to exchange currencies?,is there an additional cost to exchange currencies,25,31
"I've been to several different countries, can I exchange the cash with a discount for a large transaction?",i've been to several different countries can i exchange the cash with a discount for a large transaction,25,31
What do you charge for an exchange fee?,what do you charge for an exchange fee,25,31
I exchange currencies a lot.  Can I get a discount?,i exchange currencies a lot can i get a discount,25,31
Is there a charge for exchanging foreign currencies?,is there a charge for exchanging foreign currencies,25,31
What is the fee for accepting money from a foreign country?,what is the fee for accepting money from a foreign country,25,31
Is there a fee for currency exchange?,is there a fee for currency exchange,25,31
How much do you charge for exchange rates?,how much do you charge for exchange rates,25,31
Will I have to pay extra to exchange money?,will i have to pay extra to exchange money,25,31
"If I exchange foreign currency, are there any other charges?",if i exchange foreign currency are there any other charges,25,31
What is the cost for currency exchanges?,what is the cost for currency exchanges,25,31
Do yo charge a fee for exchanging foreign currencies?,do yo charge a fee for exchanging foreign currencies,25,31
What is the exchange fee that is charged?,what is the exchange fee that is charged,25,31
How much does it cost to exchange my balance into a foreign currency?,how much does it cost to exchange my balance into a foreign currency,25,31
Are there discounts for frequent currency exchanges?,are there discounts for frequent currency exchanges,25,31
What is the currency exchange fee?,what is the currency exchange fee,25,31
Do you offer a discount for those who perform frequent currency exchanges?,do you offer a discount for those who perform frequent currency exchanges,25,31
What kind of charges should I expect to exchange currencies?,what kind of charges should i expect to exchange currencies,25,31
What is your currency exchange fee?,what is your currency exchange fee,25,31
I have foreign currency i would like to change how much will it cost me?,i have foreign currency i would like to change how much will it cost me,25,31
Is there a charge for exchanging foreign currency?,is there a charge for exchanging foreign currency,25,31
"If I exchange currency frequently, can I get a discounted rate?",if i exchange currency frequently can i get a discounted rate,25,31
Will there be a cost if I exchange currency?,will there be a cost if i exchange currency,25,31
What fee will be charged for exchanges?,what fee will be charged for exchanges,25,31
Can I have a discount if I exchange currency often?,can i have a discount if i exchange currency often,25,31
Will you charge me for exchanging foreign currencies?,will you charge me for exchanging foreign currencies,25,31
What is the rate for exchange fees?,what is the rate for exchange fees,25,31
What is the charge for exchanging currency?,what is the charge for exchanging currency,25,31
Is there a fee for exchanging currency?,is there a fee for exchanging currency,25,31
Does a discount apply if I exchange currencies frequently?,does a discount apply if i exchange currencies frequently,25,31
How high is the exchange fee?,how high is the exchange fee,25,31
